item_recipe_guardian_greaves 1700 base []
item_recipe_hand_of_midas 1650 base []
item_recipe_headdress 300 base []
item_recipe_heart 0 base []
item_recipe_heavens_halberd 0 base []
item_recipe_helm_of_the_dominator 0 base []
item_recipe_hood_of_defiance 0 base []
item_recipe_hurricane_pike 0 base []
item_recipe_invis_sword 0 base []
item_recipe_iron_talon 0 base []
item_recipe_kaya 500 base []
item_recipe_lesser_crit 500 base []
item_recipe_lotus_orb 0 base []
item_recipe_maelstrom 700 base []
item_recipe_magic_wand 0 base []
item_recipe_manta 900 base []
item_recipe_mask_of_madness 0 base []
item_recipe_medallion_of_courage 0 base []
item_recipe_mekansm 900 base []
item_recipe_meteor_hammer 0 base [item_staff_of_wizardry,item_ogre_axe,]
item_recipe_mjollnir 900 base []
item_recipe_monkey_king_bar 0 base []
item_recipe_moon_shard 0 base []
item_recipe_necronomicon 1300 base []
item_recipe_necronomicon_2 0 base []
item_recipe_necronomicon_3 0 base []
item_recipe_null_talisman 165 base []
item_recipe_nullifier 0 base []
item_recipe_oblivion_staff 0 base []
item_recipe_octarine_core 0 base []
item_recipe_orchid 775 base []
item_recipe_pers 0 base []
item_recipe_phase_boots 0 base []
item_recipe_pipe 800 base []
item_recipe_poor_mans_shield 0 base []
item_recipe_power_treads 0 base []
item_recipe_radiance 1350 base []
item_recipe_rapier 0 base []
item_recipe_refresher 1800 base []
item_recipe_ring_of_aquila 0 base []
item_recipe_ring_of_basilius 0 base []
item_recipe_rod_of_atos 1100 base []
item_recipe_sange 500 base []
item_recipe_sange_and_yasha 0 base []
item_recipe_satanic 0 base []
item_recipe_sheepstick 0 base []
item_recipe_shivas_guard 650 base []
item_recipe_silver_edge 700 base []
item_recipe_skadi 0 base []
item_recipe_solar_crest 0 base []
item_recipe_soul_booster 0 base []
item_recipe_soul_ring 200 base []
item_recipe_sphere 1200 base []
item_recipe_spirit_vessel 750 base []
item_recipe_tranquil_boots 0 base []
item_recipe_travel_boots 2000 base []
item_recipe_travel_boots_2 0 base []
item_recipe_ultimate_scepter 0 base []
item_recipe_urn_of_shadows 310 base []
item_recipe_vanguard 0 base []
item_recipe_veil_of_discord 500 base []
item_recipe_vladmir 0 base []
item_recipe_ward_dispenser 0 base []
item_recipe_wraith_band 165 base []
item_recipe_yasha 500 base []
item_refresher 5200 base [item_recipe_refresher,item_pers,item_pers,]
item_relic 3800 secret []
item_ring_of_aquila 965 base [item_recipe_ring_of_aquila,item_ring_of_basilius,item_wraith_band,]
item_ring_of_basilius 500 base [item_ring_of_protection,item_sobi_mask,]
item_ring_of_health 850 base []
item_ring_of_protection 175 baseside []
item_ring_of_regen 300 base []
item_river_painter 0 base []
item_river_painter2 0 base []
item_river_painter3 0 base []
item_river_painter4 0 base []
item_river_painter5 0 base []
item_river_painter6 0 base []
item_river_painter7 0 base []
item_robe 450 baseside []
item_rod_of_atos 3030 base [item_recipe_rod_of_atos,item_bracer,item_bracer,item_staff_of_wizardry,]
item_sange 1950 base [item_recipe_sange,item_ogre_axe,item_belt_of_strength,]
item_sange_and_yasha 3900 base [item_yasha,item_sange,]
item_satanic 5500 base [item_reaver,item_claymore,item_lifesteal,]
item_shadow_amulet 1300 base []
item_sheepstick 5700 base [item_mystic_staff,item_ultimate_orb,item_void_stone,]
item_shivas_guard 4750 base [item_recipe_shivas_guard,item_mystic_staff,item_platemail,]
item_silver_edge 5550 base [item_recipe_silver_edge,item_invis_sword,item_ultimate_orb,]
item_skadi 5500 base [item_point_booster,item_ultimate_orb,item_ultimate_orb,]
item_slippers 135 base []
item_smoke_of_deceit 80 base []
item_sobi_mask 325 base []
item_solar_crest 2625 base [item_medallion_of_courage,item_talisman_of_evasion,]
item_soul_booster 3200 base [item_point_booster,item_vitality_booster,item_energy_booster,]
item_soul_ring 770 base [item_recipe_soul_ring,item_gauntlets,item_ring_of_regen,item_gauntlets,]
item_sphere 5050 base [item_recipe_sphere,item_pers,item_ultimate_orb,]
item_spirit_vessel 2975 base [item_recipe_spirit_vessel,item_urn_of_shadows,item_vitality_booster,item_wind_lace,]
item_staff_of_wizardry 1000 base []
item_stout_shield 200 base []
item_talisman_of_evasion 1450 secret []
item_tango 90 base []
item_tango_single 30 base []
item_tome_of_knowledge 150 base []
item_tpscroll 50 baseside []
item_tranquil_boots 1050 base [item_wind_lace,item_boots,item_ring_of_regen,]
item_travel_boots 2500 base [item_boots,item_recipe_travel_boots,]
item_travel_boots_2 4500 base [item_travel_boots,item_recipe_travel_boots,]
item_ultimate_orb 2150 secret []
item_ultimate_scepter 4200 base [item_point_booster,item_ogre_axe,item_blade_of_alacrity,item_staff_of_wizardry,]
item_urn_of_shadows 875 base [item_recipe_urn_of_shadows,item_infused_raindrop,item_circlet,item_ring_of_protection,]
item_vanguard 2150 base [item_vitality_booster,item_stout_shield,item_ring_of_health,]
item_veil_of_discord 2330 base [item_recipe_veil_of_discord,item_null_talisman,item_null_talisman,item_helm_of_iron_will,]
item_vitality_booster 1100 sidesecret []
item_vladmir 2250 base [item_headdress,item_ring_of_basilius,item_lifesteal,]
item_void_stone 850 baseside []
item_ward_dispenser 180 base []
item_ward_observer 80 base []
item_ward_sentry 100 base []
item_wind_lace 250 base []
item_winter_cake 0 base []
item_winter_coco 0 base []
item_winter_cookie 0 base []
item_winter_greevil_chewy 0 base []
item_winter_greevil_garbage 0 base []
item_winter_greevil_treat 0 base []
item_winter_ham 0 base []
item_winter_kringle 0 base []
item_winter_mushroom 0 base []
item_winter_skates 0 base []
item_winter_stocking 0 base []
item_wraith_band 465 base [item_circlet,item_recipe_wraith_band,item_slippers,]
item_yasha 1950 base [item_recipe_yasha,item_blade_of_alacrity,item_boots_of_elves,]
